"approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","subject","appropriateness","approp_rating"
976,0,1,5,"3","HUHA_engineering","The shadows were slayed by light.",117,"metaphorical",2,"high",0
203,1,5,5,"13","HUHA_engineering","The repairman freed the stuck hinge with grease.",117,"metaphorical",2,"high",1
315,0,5,1,"44","HULA_non-engineering","The worm snored through the apple.",117,"anomalous",1,"low",1
46,1,1,1,"34","HULA_engineering","The dough goofed around in the mixer.",117,"anomalous",2,"low",0
1410,1,5,5,"21","HUHA_non-engineering","The gravity pressured the moon.",117,"metaphorical",1,"high",1
1100,1,1,1,"42","HULA_non-engineering","The bee potted the flower.",117,"anomalous",1,"low",0
1364,0,5,1,"41","HULA_non-engineering","The shooting stars returned the sky.",117,"anomalous",1,"low",1
1299,0,5,1,"32","HULA_engineering","The electricity was dared by the resistor.",117,"anomalous",2,"low",1
209,1,1,1,"50","HULA_non-engineering","The snow rubbed the ground.",117,"anomalous",1,"low",0
241,1,1,1,"51","HULA_non-engineering","The laughter graduated through the windows.",117,"anomalous",1,"low",0
482,0,1,5,"76","LUHA_non-engineering","The sun shone behind the clouds.",117,"literal",1,"high",0
319,0,5,1,"49","HULA_non-engineering","The waves excused the beach.",117,"anomalous",1,"low",1
62,1,5,5,"17","HUHA_non-engineering","The fruits crowned the cake.",117,"metaphorical",1,"high",1
47,1,5,5,"52","LUHA_engineering","The paper clip stuck to the magnet.",117,"literal",2,"high",1
296,0,1,5,"68","LUHA_non-engineering","The storm blew away the dune.",117,"literal",1,"high",0
239,1,5,5,"55","LUHA_engineering","The speakers produced sound.",117,"literal",2,"high",1
479,1,5,5,"53","LUHA_engineering","The mechanic decreased the efficiency of the motor.",117,"literal",2,"high",1
692,1,5,5,"56","LUHA_engineering","The air system supplied the house with good ventilation.",117,"literal",2,"high",1
710,1,5,5,"61","LUHA_engineering","The intense heat melted the plastic.",117,"literal",2,"high",1
1054,1,1,1,"29","HULA_engineering","The new construction was chopped by the cover.",117,"anomalous",2,"low",0
1335,1,5,5,"22","HUHA_non-engineering","The brook scurried through the forest.",117,"metaphorical",1,"high",1
264,0,1,5,"73","LUHA_non-engineering","The siren howled over the city.",117,"literal",1,"high",0
862,1,5,5,"25","HUHA_non-engineering","The musician teased the violin.",117,"metaphorical",1,"high",1
467,0,5,1,"46","HULA_non-engineering","The ivy glazed the tree.",117,"anomalous",1,"low",1
792,1,5,5,"71","LUHA_non-engineering","The sun evaporated the dew.",117,"literal",1,"high",1
2149,1,5,5,"1","HUHA_engineering","The snow was reformed by the heat of the sunlight.",117,"metaphorical",2,"high",1
872,1,1,1,"40","HULA_non-engineering","The clouds trained over the city.",117,"anomalous",1,"low",0
263,0,1,5,"26","HUHA_non-engineering","The feeling sank over time.",117,"metaphorical",1,"high",0
144,1,5,5,"70","LUHA_non-engineering","The earthquake devastated the city.",117,"literal",1,"high",1
202,1,5,5,"54","LUHA_engineering","The wind pushed the wheel.",117,"literal",2,"high",1
116,0,1,5,"64","LUHA_non-engineering","The water soaked the swimmer.",117,"literal",1,"high",0
514,1,5,5,"9","HUHA_engineering","The fabric was zipped by glue.",117,"metaphorical",2,"high",1
349,0,5,1,"30","HULA_engineering","The dam spooked the water.",117,"anomalous",2,"low",1
834,1,1,1,"39","HULA_engineering","The computers are lifted through a network.",117,"anomalous",2,"low",0
416,0,5,1,"35","HULA_engineering","The knives exhaled in their holder.",117,"anomalous",2,"low",1
564,0,1,5,"5","HUHA_engineering","The bus was stimulated by electricity.",117,"metaphorical",2,"high",0
523,0,1,5,"20","HUHA_non-engineering","The foilage staggered from the trees",117,"metaphorical",1,"high",0
211,1,1,1,"28","HULA_engineering","The metal was parented by the brush.",117,"anomalous",2,"low",0
143,0,1,5,"10","HUHA_engineering","The nails were abused by the hammer.",117,"metaphorical",2,"high",0
199,1,1,1,"43","HULA_non-engineering","The melody enrolled through the air.",117,"anomalous",1,"low",0
57,0,1,5,"12","HUHA_engineering","The workers helped to awake the structure.",117,"metaphorical",2,"high",0
68,1,1,1,"48","HULA_non-engineering","The stars served over the desert.",117,"anomalous",1,"low",0
52,0,1,5,"65","LUHA_non-engineering","The moon brightened the world.",117,"literal",1,"high",0
285,0,1,5,"62","LUHA_engineering","The machine adds pressure and heat to vulcanize the rubber.",117,"literal",2,"high",0
175,1,5,5,"23","HUHA_non-engineering","The echo trembled through the cave.",117,"metaphorical",1,"high",1
2388,1,5,5,"69","LUHA_non-engineering","The heat dried the ground.",117,"literal",1,"high",1
308,0,5,1,"27","HULA_engineering","The wind has eaten the turbine.",117,"anomalous",2,"low",1
306,1,1,1,"47","HULA_non-engineering","The volcano pummeled the lava.",117,"anomalous",1,"low",0
118,1,5,5,"72","LUHA_non-engineering","The dream pointed the direction.",117,"literal",1,"high",1
424,0,1,5,"19","HUHA_non-engineering","The sun hammered on the earth.",117,"metaphorical",1,"high",0
615,1,5,5,"60","LUHA_engineering","The light caused the stone to change color.",117,"literal",2,"high",1
133,0,5,1,"45","HULA_non-engineering","The flag showered in the wind.",117,"anomalous",1,"low",1
1116,1,5,5,"74","LUHA_non-engineering","The song echoed in her ear.",117,"literal",1,"high",1
421,1,5,5,"58","LUHA_engineering","The plants are affected by temperature.",117,"literal",2,"high",1
292,0,5,1,"36","HULA_engineering","The rust gardened the metal.",117,"anomalous",2,"low",1
133,1,5,5,"11","HUHA_engineering","The saddle had a perforated shell enveloped by soft foam.",117,"metaphorical",2,"high",1
448,1,5,5,"16","HUHA_non-engineering","The rain kissed her lips.",117,"metaphorical",1,"high",1
1034,1,1,1,"37","HULA_engineering","The screw flapped toward the spring.",117,"anomalous",2,"low",0
82,1,5,5,"24","HUHA_non-engineering","The morning dew slept on the meadow.",117,"metaphorical",1,"high",1
196,0,1,5,"67","LUHA_non-engineering","The cloud cover darkened the country.",117,"literal",1,"high",0
134,0,1,5,"59","LUHA_engineering","The metals were fused into a weld.",117,"literal",2,"high",0
250,0,1,5,"2","HUHA_engineering","The car was interrupted by the brakes' force.",117,"metaphorical",2,"high",0
949,1,5,5,"8","HUHA_engineering","The trains charged with great velocity.",117,"metaphorical",2,"high",1
68,1,1,1,"118","HULA_non-engineering","The fruits counted the cake.",117,"anomalous",1,"low",0
978,0,5,1,"115","HULA_non-engineering","The researcher disappointed a theory.",117,"anomalous",1,"low",1
381,1,5,5,"131","LUHA_engineering","The dam stalled the water.",117,"literal",2,"high",1
132,1,1,1,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",117,"anomalous",2,"low",0
222,1,5,5,"134","LUHA_engineering","The pipe was secured with a seal.",117,"literal",2,"high",1
815,1,1,1,"105","HULA_engineering","The rocks grew into the hole.",117,"anomalous",2,"low",0
340,1,5,5,"135","LUHA_engineering","The dough spun around in the mixer.",117,"literal",2,"high",1
26,1,5,5,"93","HUHA_non-engineering","The storm chased away the dune.",117,"metaphorical",1,"high",1
360,1,5,5,"138","LUHA_engineering","The screw rolled toward the spring.",117,"literal",2,"high",1
397,0,1,5,"82","HUHA_engineering","The ice quieted the river's flow.",117,"metaphorical",2,"high",0
153,1,5,5,"140","LUHA_engineering","The computers are connected through a network.",117,"literal",2,"high",1
227,1,5,5,"130","LUHA_engineering","The new construction was sheltered by the cover.",117,"literal",2,"high",1
17,1,5,5,"84","HUHA_engineering","The metals were married into a weld.",117,"metaphorical",2,"high",1
1230,1,5,5,"144","LUHA_non-engineering","The melody floated through the air.",117,"literal",1,"high",1
587,1,1,1,"110","HULA_engineering","The fabric was cooked by glue.",117,"anomalous",2,"low",0
846,1,1,1,"116","HULA_non-engineering","The woman stitched words into his ear.",117,"anomalous",1,"low",0
148,1,1,1,"126","HULA_non-engineering","The musician baked the violin.",117,"anomalous",1,"low",0
395,0,1,5,"100","HUHA_non-engineering","The thunderclouds galloped across the fields.",117,"metaphorical",1,"high",0
102,0,1,5,"79","HUHA_engineering","The wind governed the wheel.",117,"metaphorical",2,"high",0
110,1,1,1,"122","HULA_non-engineering","The gravity baptized the moon.",117,"anomalous",1,"low",0
1273,1,5,5,"148","LUHA_non-engineering","The volcano erupted the lava.",117,"literal",1,"high",1
445,0,5,1,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",117,"anomalous",2,"low",1
438,1,1,1,"125","HULA_non-engineering","The morning dew debated on the meadow.",117,"anomalous",1,"low",0
519,0,1,5,"129","LUHA_engineering","The metal was polished by the brush.",117,"literal",2,"high",0
320,0,5,1,"109","HULA_engineering","The trains sneezed with great velocity.",117,"anomalous",2,"low",1
96,0,5,1,"103","HULA_engineering","The car was sewed by the brakes' force.",117,"anomalous",2,"low",1
782,1,1,1,"127","HULA_non-engineering","The feeling lunched over time.",117,"anomalous",1,"low",0
463,1,5,5,"86","HUHA_engineering","The intense heat mutilated the plastic.",117,"metaphorical",2,"high",1
142,0,5,1,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",117,"anomalous",2,"low",1
333,1,5,5,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",117,"metaphorical",2,"high",1
169,1,5,5,"89","HUHA_non-engineering","The water hugged the swimmer.",117,"metaphorical",1,"high",1
551,1,1,1,"113","HULA_engineering","The workers helped to coach the structure.",117,"anomalous",2,"low",0
10,0,1,5,"77","HUHA_engineering","The paper clip escaped to the magnet.",117,"metaphorical",2,"high",0
5,1,5,5,"132","LUHA_engineering","The technician repaired the plane's wing.",117,"literal",2,"high",1
546,1,5,5,"92","HUHA_non-engineering","The cloud cover quenched the country.",117,"metaphorical",1,"high",1
126,1,5,5,"137","LUHA_engineering","The rust damaged the metal.",117,"literal",2,"high",1
105,0,1,5,"94","HUHA_non-engineering","The heat scarred the ground.",117,"metaphorical",1,"high",0
1058,1,5,5,"143","LUHA_non-engineering","The bee abandoned the flower.",117,"literal",1,"high",1
250,0,1,5,"133","LUHA_engineering","The electricity was hindered by the resistor.",117,"literal",2,"high",0
167,0,1,5,"83","HUHA_engineering","The plants are motivated by temperature.",117,"metaphorical",2,"high",0
159,1,5,5,"90","HUHA_non-engineering","The moon tinted the world.",117,"metaphorical",1,"high",1
164,0,5,1,"104","HULA_engineering","The shadows were jiggled by light.",117,"anomalous",2,"low",1
576,1,5,5,"81","HUHA_engineering","The air system gifted the house with good ventilation.",117,"metaphorical",2,"high",1
490,0,1,5,"95","HUHA_non-engineering","The earthquake inhaled the city.",117,"metaphorical",1,"high",0
609,1,5,5,"91","HUHA_non-engineering","The garden died in the winter.",117,"metaphorical",1,"high",1
270,0,5,1,"121","HULA_non-engineering","The foliage trickled from the trees.",117,"anomalous",1,"low",1
31,1,5,5,"141","LUHA_non-engineering","The clouds passed over the city.",117,"literal",1,"high",1
93,1,5,5,"151","LUHA_non-engineering","The snow frosted the ground.",117,"literal",1,"high",1
293,1,5,5,"80","HUHA_engineering","The speakers fostered sound.",117,"metaphorical",2,"high",1
43,1,5,5,"128","LUHA_engineering","The wind has moved the turbine.",117,"literal",2,"high",1
4,1,5,5,"149","LUHA_non-engineering","The stars sprinkled over the desert.",117,"literal",1,"high",1
474,0,5,1,"111","HULA_engineering","The nails were knitted by the hammer.",117,"anomalous",2,"low",1
67,1,1,1,"123","HULA_non-engineering","The brook cycled through the forest.",117,"anomalous",1,"low",0
1255,1,1,1,"108","HULA_engineering","The weather memorized available transportation.",117,"anomalous",2,"low",0
38,1,1,1,"119","HULA_non-engineering","The surfer telephoned with the waves.",117,"anomalous",1,"low",0
485,1,5,5,"98","HUHA_non-engineering","The siren sang over the city.",117,"metaphorical",1,"high",1
622,1,5,5,"145","LUHA_non-engineering","The worm ate through the apple.",117,"literal",1,"high",1
1622,0,1,5,"150","LUHA_non-engineering","The waves flooded the beach.",117,"literal",1,"high",0
442,1,5,5,"152","LUHA_non-engineering","The laughter burst through the windows.",117,"literal",1,"high",1
611,0,1,5,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",117,"metaphorical",2,"high",0
7,1,5,5,"88","HUHA_engineering","The soil was groomed by the roller.",117,"metaphorical",2,"high",1
270,1,5,5,"139","LUHA_engineering","The car wasted all of the gas.",117,"literal",2,"high",1
538,0,1,5,"146","LUHA_non-engineering","The flag turned in the wind.",117,"literal",1,"high",0
80,1,1,1,"124","HULA_non-engineering","The echo brushed through the cave.",117,"anomalous",1,"low",0
73,0,5,1,"117","HULA_non-engineering","The rain braided her lips.",117,"anomalous",1,"low",1
369,1,5,5,"101","HUHA_non-engineering","The sun sulked behind the clouds.",117,"metaphorical",1,"high",1
567,0,5,1,"107","HULA_engineering","The oil voted from the pump.",117,"anomalous",2,"low",1
67,1,1,1,"106","HULA_engineering","The bus was garnished by electricity.",117,"anomalous",2,"low",0
165,1,5,5,"142","LUHA_non-engineering","The shooting stars lit the sky.",117,"literal",1,"high",1
258,1,5,5,"85","HUHA_engineering","The light inspired the stone to change color.",117,"metaphorical",2,"high",1
265,1,5,5,"99","HUHA_non-engineering","The song bounced in her ear.",117,"metaphorical",1,"high",1
267,0,1,5,"147","LUHA_non-engineering","The ivy coated the tree.",117,"literal",1,"high",0
526,0,1,5,"97","HUHA_non-engineering","The dream highlighted the direction.",117,"metaphorical",1,"high",0
46,1,1,1,"120","HULA_non-engineering","The sun rained on the earth.",117,"anomalous",1,"low",0
49,1,5,5,"96","HUHA_non-engineering","The sun drank the dew.",117,"metaphorical",1,"high",1
40,1,5,5,"136","LUHA_engineering","The knives rested in their holder.",117,"literal",2,"high",1
1021,0,5,1,"201","HULA_non-engineering","The thunderclouds paddled across the fields.",123,"anomalous",1,"low",1
2333,1,5,5,"156","HUHA_engineering","The dam suffocated the water.",123,"metaphorical",2,"high",1
3200,1,1,1,"180","HULA_engineering","The wind measured the wheel.",123,"anomalous",2,"low",0
1522,0,5,1,"198","HULA_non-engineering","The dream shaved the direction.",123,"anomalous",1,"low",1
3319,1,5,5,"205","LUHA_engineering","The shadows were engulfed by light.",123,"literal",2,"high",1
2386,1,5,5,"153","HUHA_engineering","The wind has tickled the turbine.",123,"metaphorical",2,"high",1
4194,0,1,5,"172","HUHA_non-engineering","The ivy stifled the tree.",123,"metaphorical",1,"high",0
28,0,1,5,"224","LUHA_non-engineering","The brook wound through the forest.",123,"literal",1,"high",0
2285,0,1,5,"226","LUHA_non-engineering","The morning dew laid on the meadow.",123,"literal",1,"high",0
5356,1,5,5,"162","HUHA_engineering","The rust infected the metal.",123,"metaphorical",2,"high",1
1165,0,1,5,"220","LUHA_non-engineering","The surfer swam with the waves.",123,"literal",1,"high",0
2138,1,5,5,"213","LUHA_engineering","The saddle has a perforated shell covered by soft foam.",123,"literal",2,"high",1
2960,1,5,5,"157","HUHA_engineering","The technician rescued the plane's wing.",123,"metaphorical",2,"high",1
2157,0,1,5,"217","LUHA_non-engineering","The woman whispered words into his ear.",123,"literal",1,"high",0
4289,1,1,1,"193","HULA_non-engineering","The cloud cover roasted the country.",123,"anomalous",1,"low",0
12497,1,5,5,"222","LUHA_non-engineering","The foliage dropped from the trees.",123,"literal",1,"high",1
1006,1,5,5,"176","HUHA_non-engineering","The snow devoured the ground.",123,"metaphorical",1,"high",1
821,1,5,5,"206","LUHA_engineering","The rocks fell into the hole.",123,"literal",2,"high",1
1159,0,1,5,"155","HUHA_engineering","The new construction was blanketed by the cover.",123,"metaphorical",2,"high",0
854,1,5,5,"218","LUHA_non-engineering","The rain wetted her lips.",123,"literal",1,"high",1
776,0,5,1,"183","HULA_engineering","The ice perfected the river's flow.",123,"anomalous",2,"low",1
583,1,5,5,"216","LUHA_non-engineering","The researcher developed a theory.",123,"literal",1,"high",1
486,1,5,5,"171","HUHA_non-engineering","The flag stretched in the wind.",123,"metaphorical",1,"high",1
1689,1,5,5,"174","HUHA_non-engineering","The stars lurked over the desert",123,"metaphorical",1,"high",1
631,0,1,5,"173","HUHA_non-engineering","The volcano vomited the lava.",123,"metaphorical",1,"high",0
1388,0,1,5,"154","HUHA_engineering","The metal was healed by the brush.",123,"metaphorical",2,"high",0
1846,1,1,1,"181","HULA_engineering","The speakers fooled sound.",123,"anomalous",2,"low",0
666,1,1,1,"178","HULA_engineering","The paper clip referred to the magnet.",123,"anomalous",2,"low",0
928,0,1,5,"204","LUHA_engineering","The car was halted by the brakes' force.",123,"literal",2,"high",0
617,1,5,5,"219","LUHA_non-engineering","The fruits surrounded the cake.",123,"literal",1,"high",1
652,1,1,1,"196","HULA_non-engineering","The earthquake defrosted the city.",123,"anomalous",1,"low",0
997,1,1,1,"182","HULA_engineering","The air system threatened the house with good ventilation.",123,"anomalous",2,"low",0
1074,1,5,5,"227","LUHA_non-engineering","The musician tuned the violin.",123,"literal",1,"high",1
724,1,5,5,"214","LUHA_engineering","The workers helped to build the structure.",123,"literal",2,"high",1
578,0,1,5,"158","HUHA_engineering","The electricity was strangled by the resistor.",123,"metaphorical",2,"high",0
598,1,5,5,"208","LUHA_engineering","The oil leaked from the pump.",123,"literal",2,"high",1
1687,1,5,5,"207","LUHA_engineering","The bus was powered by electricity.",123,"literal",2,"high",1
646,1,5,5,"215","LUHA_engineering","The repairman loosened the stuck hinge with grease.",123,"literal",2,"high",1
1575,1,5,5,"160","HUHA_engineering","The dough waltzed around in the mixer.",123,"metaphorical",2,"high",1
37,0,1,5,"168","HUHA_non-engineering","The bee bewitched the flower.",123,"metaphorical",1,"high",0
625,1,5,5,"166","HUHA_non-engineering","The clouds wandered over the city.",123,"metaphorical",1,"high",1
492,0,5,1,"179","HULA_engineering","The mechanic stepped the efficiency of the motor.",123,"anomalous",2,"low",1
2066,1,5,5,"161","HUHA_engineering","The knives lounged in their holder.",123,"metaphorical",2,"high",1
460,1,5,5,"210","LUHA_engineering","The trains advanced with great velocity.",123,"literal",2,"high",1
494,1,5,5,"223","LUHA_non-engineering","The gravity influenced the moon.",123,"literal",1,"high",1
1218,1,5,5,"170","HUHA_non-engineering","The worm screwed through the apple.",123,"metaphorical",1,"high",1
547,1,5,5,"212","LUHA_engineering","The nails were struck by the hammer.",123,"literal",2,"high",1
1489,1,5,5,"209","LUHA_engineering","The weather impacted available transportation.",123,"literal",2,"high",1
613,0,1,5,"177","HUHA_non-engineering","The laughter spilled through the windows.",123,"metaphorical",1,"high",0
661,1,5,5,"167","HUHA_non-engineering","The shooting stars pierced the sky.",123,"metaphorical",1,"high",1
983,1,1,1,"194","HULA_non-engineering","The storm ridiculed the dune.",123,"anomalous",1,"low",0
540,1,1,1,"199","HULA_non-engineering","The siren ironed over the city.",123,"anomalous",1,"low",0
1073,0,1,5,"159","HUHA_engineering","The pipe was arrested with a seal.",123,"metaphorical",2,"high",0
935,1,1,1,"197","HULA_non-engineering","The sun pasted the dew.",123,"anomalous",1,"low",0
4,1,1,1,"186","HULA_engineering","The light satisfied the stone to change color.",123,"anomalous",2,"low",0
494,1,1,1,"189","HULA_engineering","The soil was haunted by the roller.",123,"anomalous",2,"low",0
497,1,5,5,"211","LUHA_engineering","The fabric was bonded by glue.",123,"literal",2,"high",1
6612,1,1,1,"200","HULA_non-engineering","The song rowed in her ear.",123,"anomalous",1,"low",0
467,0,5,1,"202","HULA_non-engineering","The sun crocheted behind the clouds.",123,"anomalous",1,"low",1
1097,1,1,1,"185","HULA_engineering","The metals were scared into a weld.",123,"anomalous",2,"low",0
940,1,5,5,"221","LUHA_non-engineering","The sun beamed on the earth.",123,"literal",1,"high",1
1028,1,1,1,"191","HULA_non-engineering","The moon received the world.",123,"anomalous",1,"low",0
476,1,5,5,"165","HUHA_engineering","The computers are chattering through a network.",123,"metaphorical",2,"high",1
784,1,5,5,"175","HUHA_non-engineering","The waves drowned the beach.",123,"metaphorical",1,"high",1
398,1,5,5,"228","LUHA_non-engineering","The feeling faded over time.",123,"literal",1,"high",1
477,1,5,5,"164","HUHA_engineering","The car spent all of the gas.",123,"metaphorical",2,"high",1
476,1,5,5,"225","LUHA_non-engineering","The echo resounded through the cave.",123,"literal",1,"high",1
688,1,1,1,"184","HULA_engineering","The plants are rejected by temperature.",123,"anomalous",2,"low",0
975,1,1,1,"195","HULA_non-engineering","The heat swept the ground.",123,"anomalous",1,"low",0
1209,1,1,1,"190","HULA_non-engineering","The water canceled the swimmer.",123,"anomalous",1,"low",0
402,0,5,1,"187","HULA_engineering","The intense heat threaded the plastic.",123,"anomalous",2,"low",1
824,0,1,5,"203","LUHA_engineering","The snow was thawed by the heat of the sunlight.",123,"literal",2,"high",0
407,0,5,1,"192","HULA_non-engineering","The garden condensed in the winter.",123,"anomalous",1,"low",1
361,0,5,1,"188","HULA_engineering","The machine adds pressure and heat to plug the rubber.",123,"anomalous",2,"low",1
426,0,1,5,"169","HUHA_non-engineering","The melody fluttered through the air.",123,"metaphorical",1,"high",0
1217,0,1,5,"163","HUHA_engineering","The screw raced toward the spring.",123,"metaphorical",2,"high",0
373,1,5,5,"57","LUHA_engineering","The ice slowed the river's flow.",123,"literal",2,"high",1
406,1,1,1,"40","HULA_non-engineering","The clouds trained over the city.",123,"anomalous",1,"low",0
373,1,5,5,"69","LUHA_non-engineering","The heat dried the ground.",123,"literal",1,"high",1
378,1,5,5,"62","LUHA_engineering","The machine adds pressure and heat to vulcanize the rubber.",123,"literal",2,"high",1
417,1,1,1,"36","HULA_engineering","The rust gardened the metal.",123,"anomalous",2,"low",0
607,1,1,1,"29","HULA_engineering","The new construction was chopped by the cover.",123,"anomalous",2,"low",0
488,0,1,5,"13","HUHA_engineering","The repairman freed the stuck hinge with grease.",123,"metaphorical",2,"high",0
1227,1,1,1,"50","HULA_non-engineering","The snow rubbed the ground.",123,"anomalous",1,"low",0
1169,1,1,1,"38","HULA_engineering","The car gutted all of the gas.",123,"anomalous",2,"low",0
378,1,1,1,"34","HULA_engineering","The dough goofed around in the mixer.",123,"anomalous",2,"low",0
319,0,1,5,"19","HUHA_non-engineering","The sun hammered on the earth.",123,"metaphorical",1,"high",0
260,1,1,1,"32","HULA_engineering","The electricity was dared by the resistor.",123,"anomalous",2,"low",0
302,1,5,5,"26","HUHA_non-engineering","The feeling sank over time.",123,"metaphorical",1,"high",1
341,1,5,5,"23","HUHA_non-engineering","The echo trembled through the cave.",123,"metaphorical",1,"high",1
998,1,5,5,"70","LUHA_non-engineering","The earthquake devastated the city.",123,"literal",1,"high",1
363,0,1,5,"68","LUHA_non-engineering","The storm blew away the dune.",123,"literal",1,"high",0
1525,0,1,5,"56","LUHA_engineering","The air system supplied the house with good ventilation.",123,"literal",2,"high",0
741,1,5,5,"16","HUHA_non-engineering","The rain kissed her lips.",123,"metaphorical",1,"high",1
398,1,5,5,"15","HUHA_non-engineering","The woman dripped words into his ear.",123,"metaphorical",1,"high",1
370,1,5,5,"66","LUHA_non-engineering","The garden froze in the winter.",123,"literal",1,"high",1
3384,0,1,5,"3","HUHA_engineering","The shadows were slayed by light.",123,"metaphorical",2,"high",0
526,0,5,1,"41","HULA_non-engineering","The shooting stars returned the sky.",123,"anomalous",1,"low",1
835,1,5,5,"8","HUHA_engineering","The trains charged with great velocity.",123,"metaphorical",2,"high",1
370,0,1,5,"7","HUHA_engineering","The weather handicapped available transportation.",123,"metaphorical",2,"high",0
1902,0,5,1,"46","HULA_non-engineering","The ivy glazed the tree.",123,"anomalous",1,"low",1
493,1,5,5,"18","HUHA_non-engineering","The surfer quarreled with the waves.",123,"metaphorical",1,"high",1
419,1,1,1,"42","HULA_non-engineering","The bee potted the flower.",123,"anomalous",1,"low",0
682,1,5,5,"75","LUHA_non-engineering","The thunderclouds drifted across the fields.",123,"literal",1,"high",1
733,1,1,1,"30","HULA_engineering","The dam spooked the water.",123,"anomalous",2,"low",0
502,0,5,1,"47","HULA_non-engineering","The volcano pummeled the lava.",123,"anomalous",1,"low",1
501,1,5,5,"2","HUHA_engineering","The car was interrupted by the brakes' force.",123,"metaphorical",2,"high",1
1015,0,5,1,"43","HULA_non-engineering","The melody enrolled through the air.",123,"anomalous",1,"low",1
509,0,1,5,"71","LUHA_non-engineering","The sun evaporated the dew.",123,"literal",1,"high",0
444,1,5,5,"1","HUHA_engineering","The snow was reformed by the heat of the sunlight.",123,"metaphorical",2,"high",1
325,0,1,5,"63","LUHA_engineering","The soil was flattened by the roller.",123,"literal",2,"high",0
348,0,1,5,"52","LUHA_engineering","The paper clip stuck to the magnet.",123,"literal",2,"high",0
887,1,5,5,"58","LUHA_engineering","The plants are affected by temperature.",123,"literal",2,"high",1
673,1,1,1,"33","HULA_engineering","The pipe was inquired with a seal.",123,"anomalous",2,"low",0
1094,0,1,5,"9","HUHA_engineering","The fabric was zipped by glue.",123,"metaphorical",2,"high",0
908,0,5,1,"51","HULA_non-engineering","The laughter graduated through the windows.",123,"anomalous",1,"low",1
3,1,5,5,"14","HUHA_non-engineering","The researcher born a theory.",123,"metaphorical",1,"high",1
2588,0,1,5,"10","HUHA_engineering","The nails were abused by the hammer.",123,"metaphorical",2,"high",0
479,1,5,5,"21","HUHA_non-engineering","The gravity pressured the moon.",123,"metaphorical",1,"high",1
1865,0,1,5,"17","HUHA_non-engineering","The fruits crowned the cake.",123,"metaphorical",1,"high",0
404,1,5,5,"53","LUHA_engineering","The mechanic decreased the efficiency of the motor.",123,"literal",2,"high",1
577,1,5,5,"74","LUHA_non-engineering","The song echoed in her ear.",123,"literal",1,"high",1
633,1,1,1,"48","HULA_non-engineering","The stars served over the desert.",123,"anomalous",1,"low",0
256,0,1,5,"20","HUHA_non-engineering","The foilage staggered from the trees",123,"metaphorical",1,"high",0
326,1,5,5,"61","LUHA_engineering","The intense heat melted the plastic.",123,"literal",2,"high",1
389,0,1,5,"12","HUHA_engineering","The workers helped to awake the structure.",123,"metaphorical",2,"high",0
563,1,5,5,"72","LUHA_non-engineering","The dream pointed the direction.",123,"literal",1,"high",1
852,0,1,5,"11","HUHA_engineering","The saddle had a perforated shell enveloped by soft foam.",123,"metaphorical",2,"high",0
1217,0,1,5,"54","LUHA_engineering","The wind pushed the wheel.",123,"literal",2,"high",0
570,1,1,1,"31","HULA_engineering","The technician folded the plane's wing.",123,"anomalous",2,"low",0
4970,0,1,5,"22","HUHA_non-engineering","The brook scurried through the forest.",123,"metaphorical",1,"high",0
502,1,5,5,"59","LUHA_engineering","The metals were fused into a weld.",123,"literal",2,"high",1
489,1,5,5,"76","LUHA_non-engineering","The sun shone behind the clouds.",123,"literal",1,"high",1
885,1,1,1,"37","HULA_engineering","The screw flapped toward the spring.",123,"anomalous",2,"low",0
333,1,5,5,"55","LUHA_engineering","The speakers produced sound.",123,"literal",2,"high",1
397,0,1,5,"73","LUHA_non-engineering","The siren howled over the city.",123,"literal",1,"high",0
712,1,1,1,"49","HULA_non-engineering","The waves excused the beach.",123,"anomalous",1,"low",0
606,1,1,1,"45","HULA_non-engineering","The flag showered in the wind.",123,"anomalous",1,"low",0
525,1,5,5,"5","HUHA_engineering","The bus was stimulated by electricity.",123,"metaphorical",2,"high",1
350,1,5,5,"4","HUHA_engineering","The rocks hopped into the hole.",123,"metaphorical",2,"high",1
1161,1,1,1,"27","HULA_engineering","The wind has eaten the turbine.",123,"anomalous",2,"low",0
443,0,1,5,"64","LUHA_non-engineering","The water soaked the swimmer.",123,"literal",1,"high",0
882,1,5,5,"60","LUHA_engineering","The light caused the stone to change color.",123,"literal",2,"high",1
594,1,5,5,"6","HUHA_engineering","The oil ferried from the pump.",123,"metaphorical",2,"high",1
945,1,5,5,"65","LUHA_non-engineering","The moon brightened the world.",123,"literal",1,"high",1
1245,0,5,1,"44","HULA_non-engineering","The worm snored through the apple.",123,"anomalous",1,"low",1
369,1,1,1,"28","HULA_engineering","The metal was parented by the brush.",123,"anomalous",2,"low",0
1740,1,1,1,"35","HULA_engineering","The knives exhaled in their holder.",123,"anomalous",2,"low",0
286,0,1,5,"24","HUHA_non-engineering","The morning dew slept on the meadow.",123,"metaphorical",1,"high",0
