"unusual_rt","unusual_acc","unusual_resp","unusual_cresp","approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","engineering","appropriateness","unusualness","Appropriate.ACC","Unusual.ACC"
773,0,1,5,291,1,5,5,"96","HUHA_non-engineering","The sun drank the dew.",135,"Metaphorical","non","high","high","Appropriate","Usual"
895,1,1,1,297,1,5,5,"140","LUHA_engineering","The computers are connected through a network.",135,"Literal","eng","high","low","Appropriate","Usual"
1015,0,1,5,400,1,5,5,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",135,"Metaphorical","eng","high","high","Appropriate","Usual"
1318,1,5,5,326,0,1,5,"88","HUHA_engineering","The soil was groomed by the roller.",135,"Metaphorical","eng","high","high","Inappropriate","Unusual"
1519,0,1,5,274,1,5,5,"83","HUHA_engineering","The plants are motivated by temperature.",135,"Metaphorical","eng","high","high","Appropriate","Usual"
1719,1,1,1,292,1,5,5,"138","LUHA_engineering","The screw rolled toward the spring.",135,"Literal","eng","high","low","Appropriate","Usual"
2006,1,1,1,308,1,5,5,"150","LUHA_non-engineering","The waves flooded the beach.",135,"Literal","non","high","low","Appropriate","Usual"
814,1,5,5,349,1,1,1,"118","HULA_non-engineering","The fruits counted the cake.",135,"Anomalous","non","low","high","Inappropriate","Unusual"
1068,1,1,1,344,1,5,5,"142","LUHA_non-engineering","The shooting stars lit the sky.",135,"Literal","non","high","low","Appropriate","Usual"
593,0,1,5,38,0,1,5,"100","HUHA_non-engineering","The thunderclouds galloped across the fields.",135,"Metaphorical","non","high","high","Inappropriate","Usual"
1016,1,5,5,297,1,1,1,"119","HULA_non-engineering","The surfer telephoned with the waves.",135,"Anomalous","non","low","high","Inappropriate","Unusual"
823,1,1,1,255,1,5,5,"151","LUHA_non-engineering","The snow frosted the ground.",135,"Literal","non","high","low","Appropriate","Usual"
757,1,1,1,312,1,5,5,"147","LUHA_non-engineering","The ivy coated the tree.",135,"Literal","non","high","low","Appropriate","Usual"
1161,1,5,5,238,1,1,1,"124","HULA_non-engineering","The echo brushed through the cave.",135,"Anomalous","non","low","high","Inappropriate","Unusual"
1618,0,5,1,193,0,1,5,"148","LUHA_non-engineering","The volcano erupted the lava.",135,"Literal","non","high","low","Inappropriate","Unusual"
883,1,5,5,263,0,1,5,"85","HUHA_engineering","The light inspired the stone to change color.",135,"Metaphorical","eng","high","high","Inappropriate","Unusual"
610,1,5,5,293,1,1,1,"108","HULA_engineering","The weather memorized available transportation.",135,"Anomalous","eng","low","high","Inappropriate","Unusual"
1587,1,5,5,294,1,1,1,"126","HULA_non-engineering","The musician baked the violin.",135,"Anomalous","non","low","high","Inappropriate","Unusual"
577,1,5,5,312,1,1,1,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",135,"Anomalous","eng","low","high","Inappropriate","Unusual"
479,1,5,5,327,1,1,1,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",135,"Anomalous","eng","low","high","Inappropriate","Unusual"
1521,0,5,1,822,0,1,5,"132","LUHA_engineering","The technician repaired the plane's wing.",135,"Literal","eng","high","low","Inappropriate","Unusual"
1458,0,1,5,821,1,5,5,"81","HUHA_engineering","The air system gifted the house with good ventilation.",135,"Metaphorical","eng","high","high","Appropriate","Usual"
518,1,5,5,350,0,1,5,"97","HUHA_non-engineering","The dream highlighted the direction.",135,"Metaphorical","non","high","high","Inappropriate","Unusual"
2533,0,5,1,380,0,1,5,"131","LUHA_engineering","The dam stalled the water.",135,"Literal","eng","high","low","Inappropriate","Unusual"
2825,1,5,5,315,1,1,1,"120","HULA_non-engineering","The sun rained on the earth.",135,"Anomalous","non","low","high","Inappropriate","Unusual"
2664,0,1,5,338,1,5,5,"94","HUHA_non-engineering","The heat scarred the ground.",135,"Metaphorical","non","high","high","Appropriate","Usual"
676,1,5,5,313,0,1,5,"80","HUHA_engineering","The speakers fostered sound.",135,"Metaphorical","eng","high","high","Inappropriate","Unusual"
1956,0,1,5,310,1,5,5,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",135,"Metaphorical","eng","high","high","Appropriate","Usual"
1669,1,1,1,272,1,5,5,"134","LUHA_engineering","The pipe was secured with a seal.",135,"Literal","eng","high","low","Appropriate","Usual"
618,0,1,5,303,0,5,1,"109","HULA_engineering","The trains sneezed with great velocity.",135,"Anomalous","eng","low","high","Appropriate","Usual"
1348,1,1,1,255,1,5,5,"149","LUHA_non-engineering","The stars sprinkled over the desert.",135,"Literal","non","high","low","Appropriate","Usual"
2692,0,1,5,241,1,5,5,"91","HUHA_non-engineering","The garden died in the winter.",135,"Metaphorical","non","high","high","Appropriate","Usual"
577,0,1,5,328,1,5,5,"101","HUHA_non-engineering","The sun sulked behind the clouds.",135,"Metaphorical","non","high","high","Appropriate","Usual"
453,1,1,1,572,1,5,5,"152","LUHA_non-engineering","The laughter burst through the windows.",135,"Literal","non","high","low","Appropriate","Usual"
635,1,5,5,277,1,1,1,"103","HULA_engineering","The car was sewed by the brakes' force.",135,"Anomalous","eng","low","high","Inappropriate","Unusual"
1999,0,1,5,46,0,1,5,"77","HUHA_engineering","The paper clip escaped to the magnet.",135,"Metaphorical","eng","high","high","Inappropriate","Usual"
1960,1,1,1,293,1,5,5,"137","LUHA_engineering","The rust damaged the metal.",135,"Literal","eng","high","low","Appropriate","Usual"
211,1,5,5,277,0,1,5,"84","HUHA_engineering","The metals were married into a weld.",135,"Metaphorical","eng","high","high","Inappropriate","Unusual"
645,0,5,1,267,0,1,5,"128","LUHA_engineering","The wind has moved the turbine.",135,"Literal","eng","high","low","Inappropriate","Unusual"
557,0,5,1,291,0,1,5,"133","LUHA_engineering","The electricity was hindered by the resistor.",135,"Literal","eng","high","low","Inappropriate","Unusual"
772,0,1,5,306,0,5,1,"116","HULA_non-engineering","The woman stitched words into his ear.",135,"Anomalous","non","low","high","Appropriate","Usual"
2649,1,1,1,400,1,5,5,"129","LUHA_engineering","The metal was polished by the brush.",135,"Literal","eng","high","low","Appropriate","Usual"
1435,0,1,5,232,1,5,5,"98","HUHA_non-engineering","The siren sang over the city.",135,"Metaphorical","non","high","high","Appropriate","Usual"
2937,0,1,5,266,0,5,1,"106","HULA_engineering","The bus was garnished by electricity.",135,"Anomalous","eng","low","high","Appropriate","Usual"
677,0,1,5,261,1,5,5,"92","HUHA_non-engineering","The cloud cover quenched the country.",135,"Metaphorical","non","high","high","Appropriate","Usual"
6151,0,1,5,270,1,5,5,"86","HUHA_engineering","The intense heat mutilated the plastic.",135,"Metaphorical","eng","high","high","Appropriate","Usual"
949,1,5,5,221,0,1,5,"93","HUHA_non-engineering","The storm chased away the dune.",135,"Metaphorical","non","high","high","Inappropriate","Unusual"
4221,1,5,5,2470,1,1,1,"220","LUHA_non-engineering","The surfer swam with the waves.",106,"Literal","non","high","low","Appropriate","Usual"
4390,1,1,1,1676,0,1,5,"185","HULA_engineering","The metals were scared into a weld.",106,"Anomalous","eng","low","high","Appropriate","Unusual"
1322,1,5,5,541,1,1,1,"206","LUHA_engineering","The rocks fell into the hole.",106,"Literal","eng","high","low","Appropriate","Usual"
7323,1,5,5,3563,1,1,1,"213","LUHA_engineering","The saddle has a perforated shell covered by soft foam.",106,"Literal","eng","high","low","Appropriate","Usual"
3259,1,1,1,7639,0,1,5,"186","HULA_engineering","The light satisfied the stone to change color.",106,"Anomalous","eng","low","high","Appropriate","Unusual"
1559,1,5,5,1127,1,1,1,"208","LUHA_engineering","The oil leaked from the pump.",106,"Literal","eng","high","low","Appropriate","Usual"
1077,1,1,1,491,1,1,1,"161","HUHA_engineering","The knives lounged in their holder.",106,"Metaphorical","eng","high","high","Appropriate","Unusual"
908,1,5,5,960,1,1,1,"214","LUHA_engineering","The workers helped to build the structure.",106,"Literal","eng","high","low","Appropriate","Usual"
2730,1,1,1,1161,1,1,1,"172","HUHA_non-engineering","The ivy stifled the tree.",106,"Metaphorical","non","high","high","Appropriate","Unusual"
1274,1,5,5,419,1,1,1,"222","LUHA_non-engineering","The foliage dropped from the trees.",106,"Literal","non","high","low","Appropriate","Usual"
932,0,5,1,468,1,1,1,"176","HUHA_non-engineering","The snow devoured the ground.",106,"Metaphorical","non","high","high","Appropriate","Usual"
1375,0,5,1,486,0,1,5,"202","HULA_non-engineering","The sun crocheted behind the clouds.",106,"Anomalous","non","low","high","Appropriate","Usual"
867,1,1,1,5522,1,5,5,"196","HULA_non-engineering","The earthquake defrosted the city.",106,"Anomalous","non","low","high","Inappropriate","Unusual"
9442,0,5,1,490,1,5,5,"182","HULA_engineering","The air system threatened the house with good ventilation.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
1516,1,5,5,345,1,1,1,"207","LUHA_engineering","The bus was powered by electricity.",106,"Literal","eng","high","low","Appropriate","Usual"
3734,0,5,1,594,1,1,1,"156","HUHA_engineering","The dam suffocated the water.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
5378,0,5,1,1253,0,1,5,"187","HULA_engineering","The intense heat threaded the plastic.",106,"Anomalous","eng","low","high","Appropriate","Usual"
5341,0,5,1,1154,1,1,1,"174","HUHA_non-engineering","The stars lurked over the desert",106,"Metaphorical","non","high","high","Appropriate","Usual"
4068,1,1,1,1446,1,5,5,"180","HULA_engineering","The wind measured the wheel.",106,"Anomalous","eng","low","high","Inappropriate","Unusual"
1526,1,1,1,4381,0,1,5,"178","HULA_engineering","The paper clip referred to the magnet.",106,"Anomalous","eng","low","high","Appropriate","Unusual"
2457,1,1,1,4309,0,5,1,"163","HUHA_engineering","The screw raced toward the spring.",106,"Metaphorical","eng","high","high","Inappropriate","Unusual"
4519,0,5,1,534,0,1,5,"195","HULA_non-engineering","The heat swept the ground.",106,"Anomalous","non","low","high","Appropriate","Usual"
2350,1,5,5,538,1,1,1,"215","LUHA_engineering","The repairman loosened the stuck hinge with grease.",106,"Literal","eng","high","low","Appropriate","Usual"
3025,0,5,1,990,1,1,1,"173","HUHA_non-engineering","The volcano vomited the lava.",106,"Metaphorical","non","high","high","Appropriate","Usual"
2314,0,5,1,937,1,1,1,"160","HUHA_engineering","The dough waltzed around in the mixer.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
1291,1,5,5,392,1,1,1,"209","LUHA_engineering","The weather impacted available transportation.",106,"Literal","eng","high","low","Appropriate","Usual"
1219,1,5,5,250,1,1,1,"221","LUHA_non-engineering","The sun beamed on the earth.",106,"Literal","non","high","low","Appropriate","Usual"
3110,1,5,5,527,1,1,1,"212","LUHA_engineering","The nails were struck by the hammer.",106,"Literal","eng","high","low","Appropriate","Usual"
1142,0,5,1,519,1,1,1,"169","HUHA_non-engineering","The melody fluttered through the air.",106,"Metaphorical","non","high","high","Appropriate","Usual"
2042,1,5,5,251,1,1,1,"204","LUHA_engineering","The car was halted by the brakes' force.",106,"Literal","eng","high","low","Appropriate","Usual"
3676,1,1,1,343,0,1,5,"183","HULA_engineering","The ice perfected the river's flow.",106,"Anomalous","eng","low","high","Appropriate","Unusual"
1017,1,5,5,209,1,1,1,"227","LUHA_non-engineering","The musician tuned the violin.",106,"Literal","non","high","low","Appropriate","Usual"
2244,1,1,1,1576,0,1,5,"201","HULA_non-engineering","The thunderclouds paddled across the fields.",106,"Anomalous","non","low","high","Appropriate","Unusual"
2298,1,5,5,320,1,1,1,"210","LUHA_engineering","The trains advanced with great velocity.",106,"Literal","eng","high","low","Appropriate","Usual"
3888,1,5,5,169,1,1,1,"228","LUHA_non-engineering","The feeling faded over time.",106,"Literal","non","high","low","Appropriate","Usual"
959,1,5,5,350,1,1,1,"223","LUHA_non-engineering","The gravity influenced the moon.",106,"Literal","non","high","low","Appropriate","Usual"
492,0,5,1,61,0,1,5,"200","HULA_non-engineering","The song rowed in her ear.",106,"Anomalous","non","low","high","Appropriate","Usual"
1308,1,1,1,2722,0,5,1,"154","HUHA_engineering","The metal was healed by the brush.",106,"Metaphorical","eng","high","high","Inappropriate","Unusual"
3893,0,5,1,76,1,1,1,"170","HUHA_non-engineering","The worm screwed through the apple.",106,"Metaphorical","non","high","high","Appropriate","Usual"
1306,1,5,5,114,1,1,1,"216","LUHA_non-engineering","The researcher developed a theory.",106,"Literal","non","high","low","Appropriate","Usual"
4138,0,5,1,1337,1,5,5,"191","HULA_non-engineering","The moon received the world.",106,"Anomalous","non","low","high","Inappropriate","Usual"
1704,0,5,1,21,1,1,1,"166","HUHA_non-engineering","The clouds wandered over the city.",106,"Metaphorical","non","high","high","Appropriate","Usual"
5909,0,5,1,435,1,1,1,"171","HUHA_non-engineering","The flag stretched in the wind.",106,"Metaphorical","non","high","high","Appropriate","Usual"
2080,0,5,1,29,1,1,1,"162","HUHA_engineering","The rust infected the metal.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
1881,0,5,1,53,1,1,1,"177","HUHA_non-engineering","The laughter spilled through the windows.",106,"Metaphorical","non","high","high","Appropriate","Usual"
4820,0,5,1,445,0,1,5,"188","HULA_engineering","The machine adds pressure and heat to plug the rubber.",106,"Anomalous","eng","low","high","Appropriate","Usual"
787,1,5,5,600,1,1,1,"219","LUHA_non-engineering","The fruits surrounded the cake.",106,"Literal","non","high","low","Appropriate","Usual"
3457,1,1,1,639,1,5,5,"194","HULA_non-engineering","The storm ridiculed the dune.",106,"Anomalous","non","low","high","Inappropriate","Unusual"
1664,1,1,1,348,1,1,1,"158","HUHA_engineering","The electricity was strangled by the resistor.",106,"Metaphorical","eng","high","high","Appropriate","Unusual"
3040,1,1,1,3690,1,1,1,"153","HUHA_engineering","The wind has tickled the turbine.",106,"Metaphorical","eng","high","high","Appropriate","Unusual"
7993,1,5,5,1077,0,5,1,"226","LUHA_non-engineering","The morning dew laid on the meadow.",106,"Literal","non","high","low","Inappropriate","Usual"
847,1,1,1,3439,0,1,5,"192","HULA_non-engineering","The garden condensed in the winter.",106,"Anomalous","non","low","high","Appropriate","Unusual"
1013,1,5,5,691,1,1,1,"225","LUHA_non-engineering","The echo resounded through the cave.",106,"Literal","non","high","low","Appropriate","Usual"
2813,1,1,1,565,0,1,5,"179","HULA_engineering","The mechanic stepped the efficiency of the motor.",106,"Anomalous","eng","low","high","Appropriate","Unusual"
2958,0,5,1,444,0,1,5,"193","HULA_non-engineering","The cloud cover roasted the country.",106,"Anomalous","non","low","high","Appropriate","Usual"
1361,0,5,1,231,1,5,5,"198","HULA_non-engineering","The dream shaved the direction.",106,"Anomalous","non","low","high","Inappropriate","Usual"
2126,0,5,1,645,1,5,5,"184","HULA_engineering","The plants are rejected by temperature.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
1113,0,5,1,428,0,5,1,"175","HUHA_non-engineering","The waves drowned the beach.",106,"Metaphorical","non","high","high","Inappropriate","Usual"
3745,1,5,5,1165,1,1,1,"218","LUHA_non-engineering","The rain wetted her lips.",106,"Literal","non","high","low","Appropriate","Usual"
2121,1,5,5,111,1,1,1,"211","LUHA_engineering","The fabric was bonded by glue.",106,"Literal","eng","high","low","Appropriate","Usual"
1600,1,1,1,405,1,1,1,"168","HUHA_non-engineering","The bee bewitched the flower.",106,"Metaphorical","non","high","high","Appropriate","Unusual"
5041,1,1,1,507,1,5,5,"199","HULA_non-engineering","The siren ironed over the city.",106,"Anomalous","non","low","high","Inappropriate","Unusual"
2251,1,5,5,83,1,1,1,"203","LUHA_engineering","The snow was thawed by the heat of the sunlight.",106,"Literal","eng","high","low","Appropriate","Usual"
1758,1,1,1,356,1,1,1,"165","HUHA_engineering","The computers are chattering through a network.",106,"Metaphorical","eng","high","high","Appropriate","Unusual"
5047,0,5,1,616,1,5,5,"181","HULA_engineering","The speakers fooled sound.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
1089,0,5,1,485,1,5,5,"190","HULA_non-engineering","The water canceled the swimmer.",106,"Anomalous","non","low","high","Inappropriate","Usual"
4011,1,1,1,640,0,5,1,"159","HUHA_engineering","The pipe was arrested with a seal.",106,"Metaphorical","eng","high","high","Inappropriate","Unusual"
1495,0,5,1,309,1,1,1,"167","HUHA_non-engineering","The shooting stars pierced the sky.",106,"Metaphorical","non","high","high","Appropriate","Usual"
1077,1,5,5,193,1,1,1,"217","LUHA_non-engineering","The woman whispered words into his ear.",106,"Literal","non","high","low","Appropriate","Usual"
9474,1,1,1,656,0,1,5,"197","HULA_non-engineering","The sun pasted the dew.",106,"Anomalous","non","low","high","Appropriate","Unusual"
4460,0,1,5,297,0,5,1,"205","LUHA_engineering","The shadows were engulfed by light.",106,"Literal","eng","high","low","Inappropriate","Unusual"
2772,0,5,1,1312,1,1,1,"164","HUHA_engineering","The car spent all of the gas.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
7067,0,5,1,583,1,5,5,"189","HULA_engineering","The soil was haunted by the roller.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
2145,0,5,1,545,1,1,1,"157","HUHA_engineering","The technician rescued the plane's wing.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
7854,0,5,1,349,1,1,1,"155","HUHA_engineering","The new construction was blanketed by the cover.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
424,1,5,5,50,1,1,1,"224","LUHA_non-engineering","The brook wound through the forest.",106,"Literal","non","high","low","Appropriate","Usual"
3024,0,5,1,1210,0,5,1,"93","HUHA_non-engineering","The storm chased away the dune.",106,"Metaphorical","non","high","high","Inappropriate","Usual"
1616,1,1,1,166,1,1,1,"86","HUHA_engineering","The intense heat mutilated the plastic.",106,"Metaphorical","eng","high","high","Appropriate","Unusual"
3012,1,5,5,6193,0,5,1,"139","LUHA_engineering","The car wasted all of the gas.",106,"Literal","eng","high","low","Inappropriate","Usual"
2755,0,5,1,1066,1,5,5,"107","HULA_engineering","The oil voted from the pump.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
1717,1,5,5,333,1,1,1,"151","LUHA_non-engineering","The snow frosted the ground.",106,"Literal","non","high","low","Appropriate","Usual"
4081,1,5,5,328,1,1,1,"149","LUHA_non-engineering","The stars sprinkled over the desert.",106,"Literal","non","high","low","Appropriate","Usual"
1444,0,5,1,378,1,5,5,"103","HULA_engineering","The car was sewed by the brakes' force.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
3115,0,5,1,858,1,5,5,"118","HULA_non-engineering","The fruits counted the cake.",106,"Anomalous","non","low","high","Inappropriate","Usual"
3654,1,5,5,369,1,1,1,"137","LUHA_engineering","The rust damaged the metal.",106,"Literal","eng","high","low","Appropriate","Usual"
2250,0,5,1,460,1,5,5,"109","HULA_engineering","The trains sneezed with great velocity.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
540,0,5,1,225,1,5,5,"110","HULA_engineering","The fabric was cooked by glue.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
6221,0,5,1,386,1,1,1,"88","HUHA_engineering","The soil was groomed by the roller.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
5293,0,5,1,3694,1,1,1,"90","HUHA_non-engineering","The moon tinted the world.",106,"Metaphorical","non","high","high","Appropriate","Usual"
1554,1,5,5,165,1,1,1,"150","LUHA_non-engineering","The waves flooded the beach.",106,"Literal","non","high","low","Appropriate","Usual"
2594,1,1,1,992,1,1,1,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",106,"Metaphorical","eng","high","high","Appropriate","Unusual"
6950,0,5,1,1430,0,1,5,"104","HULA_engineering","The shadows were jiggled by light.",106,"Anomalous","eng","low","high","Appropriate","Usual"
2552,0,5,1,320,0,1,5,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",106,"Anomalous","eng","low","high","Appropriate","Usual"
3756,0,5,1,375,1,5,5,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
3145,0,5,1,284,1,5,5,"123","HULA_non-engineering","The brook cycled through the forest.",106,"Anomalous","non","low","high","Inappropriate","Usual"
8749,1,5,5,726,0,5,1,"148","LUHA_non-engineering","The volcano erupted the lava.",106,"Literal","non","high","low","Inappropriate","Usual"
1042,1,5,5,256,1,1,1,"133","LUHA_engineering","The electricity was hindered by the resistor.",106,"Literal","eng","high","low","Appropriate","Usual"
5764,0,5,1,201,1,5,5,"120","HULA_non-engineering","The sun rained on the earth.",106,"Anomalous","non","low","high","Inappropriate","Usual"
2932,0,5,1,478,1,5,5,"127","HULA_non-engineering","The feeling lunched over time.",106,"Anomalous","non","low","high","Inappropriate","Usual"
1768,0,5,1,152,1,1,1,"98","HUHA_non-engineering","The siren sang over the city.",106,"Metaphorical","non","high","high","Appropriate","Usual"
1166,0,5,1,155,1,1,1,"99","HUHA_non-engineering","The song bounced in her ear.",106,"Metaphorical","non","high","high","Appropriate","Usual"
941,0,5,1,4673,1,5,5,"117","HULA_non-engineering","The rain braided her lips.",106,"Anomalous","non","low","high","Inappropriate","Usual"
3403,1,1,1,380,0,1,5,"116","HULA_non-engineering","The woman stitched words into his ear.",106,"Anomalous","non","low","high","Appropriate","Unusual"
1383,1,5,5,151,1,1,1,"147","LUHA_non-engineering","The ivy coated the tree.",106,"Literal","non","high","low","Appropriate","Usual"
3126,1,5,5,1839,1,1,1,"134","LUHA_engineering","The pipe was secured with a seal.",106,"Literal","eng","high","low","Appropriate","Usual"
3028,0,5,1,419,1,1,1,"97","HUHA_non-engineering","The dream highlighted the direction.",106,"Metaphorical","non","high","high","Appropriate","Usual"
1375,0,5,1,171,0,5,1,"85","HUHA_engineering","The light inspired the stone to change color.",106,"Metaphorical","eng","high","high","Inappropriate","Usual"
1096,1,5,5,168,1,1,1,"145","LUHA_non-engineering","The worm ate through the apple.",106,"Literal","non","high","low","Appropriate","Usual"
823,0,5,1,164,1,5,5,"126","HULA_non-engineering","The musician baked the violin.",106,"Anomalous","non","low","high","Inappropriate","Usual"
2623,1,1,1,611,1,5,5,"106","HULA_engineering","The bus was garnished by electricity.",106,"Anomalous","eng","low","high","Inappropriate","Unusual"
2130,0,5,1,1146,1,1,1,"82","HUHA_engineering","The ice quieted the river's flow.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
5831,1,5,5,898,1,1,1,"144","LUHA_non-engineering","The melody floated through the air.",106,"Literal","non","high","low","Appropriate","Usual"
394,1,1,1,105,1,5,5,"121","HULA_non-engineering","The foliage trickled from the trees.",106,"Anomalous","non","low","high","Inappropriate","Unusual"
7715,0,5,1,262,1,5,5,"115","HULA_non-engineering","The researcher disappointed a theory.",106,"Anomalous","non","low","high","Inappropriate","Usual"
2323,1,5,5,741,1,1,1,"146","LUHA_non-engineering","The flag turned in the wind.",106,"Literal","non","high","low","Appropriate","Usual"
5701,1,1,1,559,0,5,1,"92","HUHA_non-engineering","The cloud cover quenched the country.",106,"Metaphorical","non","high","high","Inappropriate","Unusual"
5022,1,1,1,759,1,1,1,"89","HUHA_non-engineering","The water hugged the swimmer.",106,"Metaphorical","non","high","high","Appropriate","Unusual"
3529,1,5,5,232,1,1,1,"141","LUHA_non-engineering","The clouds passed over the city.",106,"Literal","non","high","low","Appropriate","Usual"
1761,1,5,5,534,1,1,1,"140","LUHA_engineering","The computers are connected through a network.",106,"Literal","eng","high","low","Appropriate","Usual"
6415,0,5,1,917,0,5,1,"96","HUHA_non-engineering","The sun drank the dew.",106,"Metaphorical","non","high","high","Inappropriate","Usual"
593,0,5,1,723,1,5,5,"111","HULA_engineering","The nails were knitted by the hammer.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
6685,1,5,5,151,1,1,1,"152","LUHA_non-engineering","The laughter burst through the windows.",106,"Literal","non","high","low","Appropriate","Usual"
1388,1,1,1,758,0,5,1,"101","HUHA_non-engineering","The sun sulked behind the clouds.",106,"Metaphorical","non","high","high","Inappropriate","Unusual"
1267,1,1,1,455,0,5,1,"95","HUHA_non-engineering","The earthquake inhaled the city.",106,"Metaphorical","non","high","high","Inappropriate","Unusual"
1073,1,5,5,185,1,1,1,"143","LUHA_non-engineering","The bee abandoned the flower.",106,"Literal","non","high","low","Appropriate","Usual"
2018,1,1,1,152,1,5,5,"108","HULA_engineering","The weather memorized available transportation.",106,"Anomalous","eng","low","high","Inappropriate","Unusual"
8291,0,1,5,253,0,5,1,"135","LUHA_engineering","The dough spun around in the mixer.",106,"Literal","eng","high","low","Inappropriate","Unusual"
3414,0,5,1,392,0,5,1,"94","HUHA_non-engineering","The heat scarred the ground.",106,"Metaphorical","non","high","high","Inappropriate","Usual"
6656,0,5,1,761,0,1,5,"124","HULA_non-engineering","The echo brushed through the cave.",106,"Anomalous","non","low","high","Appropriate","Usual"
7144,0,5,1,565,1,1,1,"77","HUHA_engineering","The paper clip escaped to the magnet.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
3289,1,1,1,2043,1,1,1,"84","HUHA_engineering","The metals were married into a weld.",106,"Metaphorical","eng","high","high","Appropriate","Unusual"
2349,0,5,1,317,1,5,5,"105","HULA_engineering","The rocks grew into the hole.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
4210,1,1,1,1958,0,5,1,"100","HUHA_non-engineering","The thunderclouds galloped across the fields.",106,"Metaphorical","non","high","high","Inappropriate","Unusual"
1237,1,1,1,156,1,5,5,"119","HULA_non-engineering","The surfer telephoned with the waves.",106,"Anomalous","non","low","high","Inappropriate","Unusual"
8354,1,5,5,567,0,5,1,"138","LUHA_engineering","The screw rolled toward the spring.",106,"Literal","eng","high","low","Inappropriate","Usual"
5482,1,5,5,384,1,1,1,"132","LUHA_engineering","The technician repaired the plane's wing.",106,"Literal","eng","high","low","Appropriate","Usual"
6470,1,5,5,103,1,1,1,"142","LUHA_non-engineering","The shooting stars lit the sky.",106,"Literal","non","high","low","Appropriate","Usual"
5270,1,1,1,590,1,5,5,"113","HULA_engineering","The workers helped to coach the structure.",106,"Anomalous","eng","low","high","Inappropriate","Unusual"
783,0,1,5,324,1,1,1,"131","LUHA_engineering","The dam stalled the water.",106,"Literal","eng","high","low","Appropriate","Unusual"
3763,0,5,1,224,1,1,1,"91","HUHA_non-engineering","The garden died in the winter.",106,"Metaphorical","non","high","high","Appropriate","Usual"
448,1,5,5,36,1,1,1,"129","LUHA_engineering","The metal was polished by the brush.",106,"Literal","eng","high","low","Appropriate","Usual"
3137,0,5,1,581,0,5,1,"79","HUHA_engineering","The wind governed the wheel.",106,"Metaphorical","eng","high","high","Inappropriate","Usual"
9181,1,5,5,178,1,1,1,"128","LUHA_engineering","The wind has moved the turbine.",106,"Literal","eng","high","low","Appropriate","Usual"
827,0,5,1,561,1,1,1,"81","HUHA_engineering","The air system gifted the house with good ventilation.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
4220,0,5,1,28,0,5,1,"83","HUHA_engineering","The plants are motivated by temperature.",106,"Metaphorical","eng","high","high","Inappropriate","Usual"
2766,0,5,1,282,0,5,1,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",106,"Metaphorical","eng","high","high","Inappropriate","Usual"
2042,0,5,1,513,1,1,1,"80","HUHA_engineering","The speakers fostered sound.",106,"Metaphorical","eng","high","high","Appropriate","Usual"
1476,1,1,1,671,1,5,5,"122","HULA_non-engineering","The gravity baptized the moon.",106,"Anomalous","non","low","high","Inappropriate","Unusual"
4609,0,5,1,31,1,5,5,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",106,"Anomalous","eng","low","high","Inappropriate","Usual"
937,1,5,5,121,1,1,1,"136","LUHA_engineering","The knives rested in their holder.",106,"Literal","eng","high","low","Appropriate","Usual"
1904,0,5,1,3,0,1,5,"125","HULA_non-engineering","The morning dew debated on the meadow.",106,"Anomalous","non","low","high","Appropriate","Usual"
3039,1,5,5,300,0,5,1,"130","LUHA_engineering","The new construction was sheltered by the cover.",106,"Literal","eng","high","low","Inappropriate","Usual"
503,1,1,1,521,1,5,5,"47","HULA_non-engineering","The volcano pummeled the lava.",106,"Anomalous","non","low","high","Inappropriate","Unusual"
